subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_phase,block_number,stim_frequency,stim_reliability_level,r
9,grate,Task B ,2,3,1,-1.437997084,0.033,2,140.4755939,0,0,1,7
9,grate,Task B ,1,4,0,0.172795783,0.135,2,85.12006759,0,0,4,1
9,grate,Task B ,2,1,1,1.858556403,0.067,2,164.6394142,0,0,3,5
9,grate,Task B ,1,2,1,0.095697529,0.067,1,333.9990085,0,0,3,3
9,grate,Task B ,1,3,1,-0.237007873,0.067,1,66.97994007,0,0,3,2
10,grate,Task B ,2,3,1,1.504253677,0.067,2,37.14003999,0,0,3,7
10,grate,Task B ,1,1,0,0.114195519,0.033,2,312.0259036,0,0,1,4
10,grate,Task B ,1,1,0,-0.653620757,0.033,2,336.156038,0,0,1,4
10,grate,Task B ,2,1,1,-2.61895219,0.05,2,169.0922551,0,0,2,5
10,grate,Task B ,2,1,1,2.124117975,0.05,2,158.239848,0,0,2,5
10,grate,Task B ,1,2,1,0.035302674,0.05,1,23.89666031,0,0,2,3
1,grate,Task B ,1,3,0,1.55155245,0.05,2,343.7714458,0,0,2,2
1,grate,Task B ,1,1,1,0.417489778,0.033,1,272.0848613,0,0,1,4
1,grate,Task B ,1,3,1,0.355085125,0.05,1,262.6979243,0,0,2,2
1,grate,Task B ,1,2,1,0.093650927,0.05,1,249.7368506,0,0,2,3
1,grate,Task B ,1,3,0,0.38407751,0.135,2,353.061502,0,0,4,2
1,grate,Task B ,1,3,1,0.364444685,0.067,1,6.767546813,0,0,3,2
2,grate,Task B ,2,1,1,-1.233193704,0.067,2,17.23825199,0,0,3,5
2,grate,Task B ,1,1,1,0.416219122,0.067,1,309.3498052,0,0,3,4
2,grate,Task B ,1,2,1,-0.112028692,0.067,1,100.5119872,0,0,3,3
2,grate,Task B ,1,1,1,-0.043924111,0.05,1,85.09100165,0,0,2,4
2,grate,Task B ,1,2,0,0.195510856,0.067,2,327.2527159,0,0,3,3
2,grate,Task B ,1,2,1,-0.630360631,0.067,1,103.1333753,0,0,3,3
3,grate,Task B ,2,4,1,-0.674639743,0.135,2,91.94354234,0,0,4,8
3,grate,Task B ,2,4,1,1.472607759,0.05,2,23.8766813,0,0,2,8
3,grate,Task B ,2,1,1,-1.17827209,0.033,2,75.09010586,0,0,1,5
3,grate,Task B ,2,2,1,0.817231046,0.05,2,41.42858811,0,0,2,6
3,grate,Task B ,1,3,0,-0.024294881,0.067,2,52.95188871,0,0,3,2
3,grate,Task B ,1,2,1,-0.001915128,0.033,1,13.95214498,0,0,1,3
